Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\happy_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\sad_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
Suggests ways to use the internet safely,i4b,18.64874812,-,2,[765.0],[818.0],0.490196078,0.500653595,0.009150327,0.388753056,0.590464548,0.020782396
My friends really try to help me,k1a,18.59627782,-,2,[780.0],[840.0],0.193589744,0.78974359,0.016666667,0.119047619,0.853571429,0.027380952
Contributing to a school blog or online discussion,c10i,18.48578032,-,2,[737.0],[820.0],0.919945726,0.074626866,0.005427408,0.85,0.137804878,0.012195122
A relative or friend who is an OFW (overseas Filipino worker),c9g1,18.4482307,-,2,[460.0],[507.0],0.934782609,0.056521739,0.008695652,0.848126233,0.134122288,0.017751479
Helped me in the past when something has bothered me on the internet,k2f,18.41012428,-,2,[744.0],[813.0],0.643817204,0.344086022,0.012096774,0.537515375,0.450184502,0.012300123
Been in trouble with my teachers for bad behaviour,a25d,18.33339106,-,2,[777.0],[827.0],0.907335907,0.083655084,0.009009009,0.835550181,0.149939541,0.014510278
I find other people are kind and helpful on the internet,d2b,18.28611159,-,2,[782.0],[841.0],0.420716113,0.534526854,0.044757033,0.321046373,0.637336504,0.041617122
Had so much alcohol that I got really drunk,a25a,18.1804445,-,2,[766.0],[826.0],0.949086162,0.044386423,0.006527415,0.89346247,0.082324455,0.024213075
Helped me in the past when something has bothered me on the internet,j5h,18.05531362,-,2,[698.0],[780.0],0.693409742,0.299426934,0.007163324,0.596153846,0.382051282,0.021794872
Deactivate the function showing my geographical position (on Facebook; Google Maps; etc.),e3a,18.02480731,-,2,[552.0],[681.0],0.686594203,0.288043478,0.025362319,0.571218796,0.383259912,0.045521292
I know how to save a photo that I find online,e1a,17.99307916,-,2,[783.0],[850.0],0.286079183,0.7100894,0.003831418,0.201176471,0.788235294,0.010588235
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,17.96536961,-,2,[754.0],[823.0],0.946949602,0.046419098,0.0066313,0.888213852,0.093560146,0.018226002
I joined a fan site (of a celebrity or popular band),c4cc1,17.8941175,-,2,[763.0],[827.0],0.914809961,0.073394495,0.011795544,0.851269649,0.139056832,0.009673519
I got involved online in a campaign or protest,c4j,17.54454357,-,2,[756.0],[818.0],0.96957672,0.021164021,0.009259259,0.921760391,0.0599022,0.018337408
Another adult I trust,c8e,17.51917307,-,2,[598.0],[682.0],0.847826087,0.14548495,0.006688963,0.753665689,0.234604106,0.011730205
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,17.37536807,-,2,[699.0],[768.0],0.679542203,0.313304721,0.007153076,0.579427083,0.40234375,0.018229167
I spent too much money on online games or in-app purchases,f43f,17.32235683,-,2,[470.0],[522.0],0.876595745,0.119148936,0.004255319,0.785440613,0.189655172,0.024904215
Chatting online at school,c10g,17.30566078,-,2,[761.0],[835.0],0.825229961,0.169513798,0.005256242,0.738922156,0.253892216,0.007185629
I looked for resources or events about my local neighbourhood,c4d,17.28566948,-,2,[757.0],[832.0],0.918097754,0.071334214,0.010568032,0.850961538,0.129807692,0.019230769
A relative or friend who is an OFW (overseas Filipino worker),c7g1,17.25446121,-,2,[740.0],[814.0],0.87972973,0.113513514,0.006756757,0.802211302,0.186732187,0.011056511
My brother or sister (or step/foster/half siblings),c7b,17.18141461,-,2,[747.0],[826.0],0.800535475,0.194109772,0.005354752,0.710653753,0.279661017,0.00968523
I created my own artwork; designs and illustrations and uploaded them on the internet,c4o1,17.02914468,-,2,[759.0],[822.0],0.942028986,0.051383399,0.006587615,0.883211679,0.105839416,0.010948905
Another adult I trust,c9e,16.87293716,-,2,[465.0],[518.0],0.888172043,0.103225806,0.008602151,0.791505792,0.194980695,0.013513514
At school or college,b6a,16.78890335,-,2,[794.0],[859.0],0.765743073,0.229219144,0.005037783,0.67636787,0.313154831,0.010477299
Someone else,c9h,16.58601305,-,2,[466.0],[508.0],0.879828326,0.111587983,0.008583691,0.781496063,0.200787402,0.017716535
I find it easy to find a website I have visited before,e1i,16.25308856,-,2,[761.0],[834.0],0.521681997,0.463863338,0.014454665,0.424460432,0.564748201,0.010791367
I am confident that I can deal with unexpected problems,a26d,15.9990806,-,2,[753.0],[807.0],0.338645418,0.63877822,0.022576361,0.246592317,0.727385378,0.026022305
Rules about how long or when I am allowed to go online,i7c,15.92343454,-,2,[727.0],[784.0],0.550206327,0.429160935,0.020632737,0.478316327,0.468112245,0.053571429
I know how to change my privacy settings (e.g. on a social networking site),e1b,15.88369886,-,2,[619.0],[699.0],0.49273021,0.499192246,0.008077544,0.38769671,0.595135908,0.017167382
I have sold an item online,c4hh2,15.66677109,-,2,[761.0],[822.0],0.965834428,0.024967148,0.009198423,0.920924574,0.065693431,0.013381995
I find it easy to check if the information I find online is true,e1g,15.25745036,-,2,[766.0],[836.0],0.520887728,0.463446475,0.015665796,0.427033493,0.561004785,0.011961722
Looked for new friends or contacts on the internet,f1a,15.24320287,-,2,[765.0],[842.0],0.844444444,0.149019608,0.006535948,0.767220903,0.224465558,0.008313539
Someone I first met on the internet; but who is friends or family of other people I know in person,c9f,15.02004518,-,2,[463.0],[517.0],0.876889849,0.114470842,0.008639309,0.783365571,0.199226306,0.017408124
My brother or sister (or step/foster/half siblings),c6b,14.86833108,-,2,[759.0],[838.0],0.803689065,0.191040843,0.005270092,0.723150358,0.264916468,0.011933174
I know what to do if someone acts online in a way I don't like,d2c,14.72667092,-,2,[622.0],[697.0],0.363344051,0.601286174,0.035369775,0.265423242,0.695839311,0.038737446
Sent a photo or video of myself to someone I have never met face-to-face,f1e,14.71380427,-,2,[753.0],[826.0],0.94687915,0.047808765,0.005312085,0.895883777,0.08716707,0.016949153
Find information on how to use smartphones safely,e3h,14.6851351,-,2,[569.0],[681.0],0.509666081,0.471001757,0.019332162,0.402349486,0.57856094,0.019089574
I checked out what things cost by looking online,c4hh1,14.57685691,-,2,[761.0],[818.0],0.91064389,0.078843627,0.010512484,0.859413203,0.135696822,0.004889976
A relative or friend who is an OFW (overseas Filipino worker),c6g1,14.46528702,-,2,[750.0],[831.0],0.852,0.138666667,0.009333333,0.779783394,0.21179302,0.008423586
A teacher,c8d,14.27281914,-,2,[601.0],[685.0],0.893510815,0.099833611,0.006655574,0.818978102,0.17080292,0.010218978
Update my status on the social networking site I use the most,e3g,14.23375174,-,2,[572.0],[684.0],0.384615385,0.606643357,0.008741259,0.296783626,0.678362573,0.024853801
Someone I first met on the internet; but who is friends or family of other people I know in person,c8f,14.2087283,-,2,[593.0],[682.0],0.876897133,0.118043845,0.005059022,0.799120235,0.18914956,0.011730205
I signed a petition online,c4k,14.18656282,-,2,[748.0],[808.0],0.973262032,0.021390374,0.005347594,0.934405941,0.043316832,0.022277228
Helps me when something bothers me on the internet,i4j,14.15823333,-,2,[751.0],[808.0],0.575233023,0.407456724,0.017310253,0.482673267,0.488861386,0.028465347
Ways how to find a relationship,f41h,14.0579931,-,2,[752.0],[804.0],0.9375,0.051861702,0.010638298,0.883084577,0.099502488,0.017412935
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b7f,14.03261127,-,2,[776.0],[846.0],0.902061856,0.095360825,0.00257732,0.84751773,0.138297872,0.014184397
I can count on my friends when things go wrong,k1b,13.74451824,-,2,[782.0],[841.0],0.205882353,0.781329923,0.012787724,0.136741974,0.850178359,0.013079667
Encourages me to explore and learn things on the internet,i4a,13.61392398,-,2,[766.0],[827.0],0.596605744,0.394255875,0.009138381,0.522370012,0.451027811,0.026602177
Explains why some websites are appropriate or inappropriate,i4i,13.48391223,-,2,[759.0],[800.0],0.588932806,0.391304348,0.019762846,0.49625,0.47875,0.025
A relative or friend who is an OFW (overseas Filipino worker),c8g1,13.38689793,-,2,[595.0],[687.0],0.842016807,0.149579832,0.008403361,0.759825328,0.22852984,0.011644833
I feel safe on the internet,d2a,13.36289891,-,2,[778.0],[846.0],0.548843188,0.412596401,0.038560411,0.458628842,0.490543735,0.050827423
A service or contract that limits the time I spend on the internet,i7d,13.24439418,-,2,[696.0],[767.0],0.679597701,0.293103448,0.027298851,0.593220339,0.358539765,0.048239896
Instagram,d1c,13.05083899,-,1,[744.0],[831.0],0.864247312,0.135752688,0,0.795427196,0.204572804,0
I was left out or excluded from a group or activity on the internet,f22c,12.95428563,-,2,[126.0],[251.0],0.80952381,0.166666667,0.023809524,0.629482072,0.338645418,0.03187251
Asked for my parent's/carer's advice on how I should act online,i5d,12.85659736,-,2,[760.0],[818.0],0.592105263,0.393421053,0.014473684,0.506112469,0.468215159,0.025672372
Your address,d9c,12.62995715,-,2,[597.0],[689.0],0.393634841,0.556113903,0.050251256,0.307692308,0.653120464,0.039187228
Someone else,c6h,12.57430975,-,2,[749.0],[830.0],0.914552737,0.077436582,0.008010681,0.860240964,0.13253012,0.007228916
I used the internet to join a civic; religious or political group,c4l,12.5722896,-,2,[757.0],[820.0],0.959048877,0.034346103,0.00660502,0.915853659,0.067073171,0.017073171
Protect a smartphone with a PIN/with a screen pattern,e3f,12.5102058,-,2,[579.0],[691.0],0.219343696,0.773747841,0.006908463,0.169319826,0.801736614,0.02894356
Pictures showing whole body,d9k,12.23154316,-,2,[592.0],[679.0],0.675675676,0.297297297,0.027027027,0.586156112,0.365243004,0.048600884
How easy is it for you to talk to your parent/carer about things that upset you?,i1,12.13145377,-,2,[766.0],[807.0],0.661879896,0.296344648,0.041775457,0.577447336,0.364312268,0.058240397
Explained why some websites are good or bad,j5f,12.10064876,-,2,[719.0],[798.0],0.535465925,0.457579972,0.006954103,0.462406015,0.516290727,0.021303258
Receive offers or gifts online,f1l,12.02381326,-,2,[750.0],[814.0],0.941333333,0.049333333,0.009333333,0.894348894,0.094594595,0.011056511
My brother or sister (or step/foster/half siblings),c9b,11.96767136,-,2,[464.0],[514.0],0.831896552,0.153017241,0.015086207,0.743190661,0.241245136,0.015564202
Suggested ways to use the internet safely,j5a,11.91757301,-,2,[746.0],[824.0],0.407506702,0.58847185,0.004021448,0.334951456,0.651699029,0.013349515
I showed my friends or family something that I saw online,c4v,11.53144539,-,2,[764.0],[836.0],0.784031414,0.206806283,0.009162304,0.711722488,0.279904306,0.008373206
The apps I downloaded,i8e,11.52589466,-,2,[520.0],[654.0],0.692307692,0.296153846,0.011538462,0.597859327,0.382262997,0.019877676
Someone else,c8h,11.46815055,-,2,[597.0],[686.0],0.902847571,0.088777219,0.008375209,0.839650146,0.150145773,0.010204082
My mother or father (or step/foster mother or father),c8a,11.35952054,-,2,[603.0],[689.0],0.791044776,0.195688226,0.013266998,0.712626996,0.275761974,0.01161103
I re-posted or shared a social media post online,c4t1,11.28826677,-,2,[764.0],[825.0],0.773560209,0.215968586,0.010471204,0.699393939,0.288484848,0.012121212
Other nasty or hurtful things happened to me on the internet,f22e,11.13374231,-,2,[124.0],[251.0],0.717741935,0.258064516,0.024193548,0.541832669,0.434262948,0.023904382
I use freeWIFI (at home; in school; coffee shop or cafés; malls; etc.),b9b,11.07860463,-,2,[791.0],[854.0],0.566371681,0.431099874,0.002528445,0.503512881,0.483606557,0.012880562
Stays nearby when I use the internet,i4e,10.96887216,-,2,[765.0],[812.0],0.57254902,0.418300654,0.009150327,0.498768473,0.480295567,0.020935961
Talks to me about what I do on the internet,i4c,10.9260658,-,2,[765.0],[820.0],0.54248366,0.441830065,0.015686275,0.459756098,0.519512195,0.020731707
A teacher,h2d,10.596255,-,1,[777.0],[830.0],0.934362934,0.065637066,0,0.887951807,0.112048193,0
My family really tries to help me,i2b,10.52037086,+,2,[791.0],[840.0],0.036662453,0.957016435,0.006321113,0.051190476,0.925,0.023809524
How often do you get some new games or toys to play with?,a19,10.29829134,-,2,[739.0],[805.0],0.573748309,0.378890392,0.047361299,0.50310559,0.421118012,0.075776398
I visited a chatroom to meet new people [insert local examples],c4w,10.293799,-,2,[760.0],[827.0],0.890789474,0.102631579,0.006578947,0.835550181,0.15235792,0.012091898
Gender,a1,10.14599281,-,1,[814.0],[877.0],0.485257985,0.514742015,0,0.408209806,0.591790194,0
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,10.04876223,-,2,[748.0],[804.0],0.921122995,0.06684492,0.012032086,0.871890547,0.108208955,0.019900498
I participated in a site where people share my interests or hobbies,c4ff,10.03860551,-,2,[754.0],[828.0],0.884615385,0.107427056,0.00795756,0.828502415,0.15942029,0.012077295
A friend around my age,h2c,9.861251292,-,1,[777.0],[830.0],0.64993565,0.35006435,0,0.573493976,0.426506024,0
Facebook/Messenger,d14a,9.841558341,+,2,[608.0],[693.0],0.042763158,0.605263158,0.351973684,0.036075036,0.526695527,0.437229437
Encouraged me to explore and learn things on the internet,j5b,9.821874897,-,2,[731.0],[816.0],0.56497948,0.429548564,0.005471956,0.492647059,0.493872549,0.013480392
Block pop ups which promote apps; games or services I have to pay for (unrequested windows that appear during web surfing),e3e,8.997328808,-,2,[543.0],[663.0],0.79373849,0.187845304,0.018416206,0.7239819,0.239819005,0.036199095
How old were you when you first had your social media account?,d13,8.838476327,-,3,[605.0],[690.0],0.446280992,0.317355372,0.236363636,0.37826087,0.392753623,0.228985507
About drinking alcohol,f41n,8.775781487,-,2,[759.0],[809.0],0.90513834,0.084321476,0.010540184,0.856613103,0.126081582,0.017305315
Classmate,h2m,8.449960242,-,1,[777.0],[830.0],0.837837838,0.162162162,0,0.780722892,0.219277108,0
I posted photos or comments online (e.g. on Facebook or a blog),c4gg,8.370540263,-,2,[761.0],[844.0],0.689881735,0.303547963,0.006570302,0.622037915,0.372037915,0.005924171
Skype,d1f,8.240954408,-,1,[743.0],[830.0],0.952893674,0.047106326,0,0.91686747,0.08313253,0
Via a mobile phone or online device (computer;tablet; etc.),f20b,8.197806271,-,2,[127.0],[256.0],0.559055118,0.42519685,0.015748031,0.41015625,0.55078125,0.0390625
A laptop or notebook computer,b7d,8.105710721,-,2,[788.0],[854.0],0.850253807,0.144670051,0.005076142,0.797423888,0.193208431,0.009367681
My parent(s)/carer(s) praises me for behaving well,i3a,7.843387113,+,2,[796.0],[841.0],0.17839196,0.816582915,0.005025126,0.20332937,0.778834721,0.01783591
The in-app purchases I made,i8f,7.738156366,-,2,[501.0],[627.0],0.814371257,0.161676647,0.023952096,0.751196172,0.228070175,0.020733652
Ways to join in gambling,f41i,7.412414774,-,2,[755.0],[805.0],0.940397351,0.045033113,0.014569536,0.904347826,0.077018634,0.01863354
An image or video that shows sexual acts in a violent way,f33d,7.277477219,+,2,[124.0],[192.0],0.637096774,0.35483871,0.008064516,0.666666667,0.270833333,0.0625
Thinking of the last time someone treated you in a hurtful or nasty way; how did you feel?,f23,7.188517486,-,2,[120.0],[244.0],0.383333333,0.55,0.066666667,0.258196721,0.692622951,0.049180328
Twitter,d1d,7.123660239,-,1,[744.0],[831.0],0.897849462,0.102150538,0,0.853188929,0.146811071,0
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,7.049921519,-,2,[759.0],[815.0],0.665349144,0.31884058,0.015810277,0.602453988,0.374233129,0.023312883
Asked my parent/carer for something that I have seen advertised online,i5e,7.04776541,-,2,[750.0],[807.0],0.698666667,0.285333333,0.016,0.641883519,0.329615861,0.02850062
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c9g,7.041083696,-,2,[463.0],[510.0],0.881209503,0.110151188,0.008639309,0.821568627,0.160784314,0.017647059
Here is a picture of a ladder. The top of the ladder ‘10’ is the best possible life for you and the bottom ‘0’ is the worst possible life for you. In general; where on the ladder do you feel you stand at the moment? Mark the circle next to the number that best describes where you stand.,h1,6.798173132,+,1,[761.0],[815.0],0.119579501,0.880420499,0,0.165644172,0.834355828,0
What do you think about this sentence: ‘There are lots of things on the internet that are good for children of my age’?,c2,6.783389424,-,2,[785.0],[851.0],0.18089172,0.803821656,0.015286624,0.135135135,0.844888367,0.019976498
Another adult you trust,h2f,6.685278006,-,1,[777.0],[829.0],0.951093951,0.048906049,0,0.919179735,0.080820265,0
WhatsApp,d1b,6.651621489,-,1,[743.0],[830.0],0.987886945,0.012113055,0,0.968674699,0.031325301,0
Because of not having enough money,a22f,6.643974063,-,1,[360.0],[604.0],0.877777778,0.122222222,0,0.814569536,0.185430464,0
By mobile phone calls,f37a,6.537345467,-,2,[85.0],[170.0],0.811764706,0.176470588,0.011764706,0.664705882,0.288235294,0.047058824
Boyfriend/Girlfriend,h2l,6.510946755,-,1,[777.0],[830.0],0.97039897,0.02960103,0,0.944578313,0.055421687,0
I have done something sexual on the internet when I did not want to,g3c,6.358418012,-,2,[37.0],[93.0],0.702702703,0.243243243,0.054054054,0.462365591,0.47311828,0.064516129
Talks to me about what to do if something online bothers or upsets me,i4g,6.224418688,-,2,[755.0],[800.0],0.597350993,0.38807947,0.014569536,0.54625,0.42625,0.0275
Aunt/Uncle,h2j,5.973840169,-,1,[777.0],[831.0],0.902187902,0.097812098,0,0.862815884,0.137184116,0
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,5.882522959,+,2,[695.0],[752.0],0.44028777,0.509352518,0.050359712,0.503989362,0.450797872,0.045212766
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,5.842762926,-,2,[767.0],[834.0],0.372881356,0.616688396,0.010430248,0.323741007,0.657074341,0.019184652
I visited a social network site (e.g.; Facebook [add local examples]),c4p,5.835118586,-,2,[766.0],[847.0],0.479112272,0.515665796,0.005221932,0.422668241,0.567886659,0.0094451
I help out at home,a4f,5.833735599,-,1,[804.0],[871.0],0.731343284,0.268656716,0,0.677382319,0.322617681,0
An age that is not your real age,d9g,5.811091996,-,2,[593.0],[684.0],0.671163575,0.274873524,0.053962901,0.665204678,0.305555556,0.029239766
Which friends or contacts you add to my social networking profile/instant messaging service,i8a,5.693721806,-,2,[580.0],[651.0],0.660344828,0.322413793,0.017241379,0.594470046,0.384024578,0.021505376
Your correct age,d9f,5.616682824,-,2,[598.0],[688.0],0.366220736,0.585284281,0.048494983,0.359011628,0.61627907,0.024709302
My spouse or partner (including boyfriend/girlfriend),a3g,5.612305734,-,1,[804.0],[864.0],0.996268657,0.003731343,0,0.984953704,0.015046296,0
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,5.570255523,+,2,[787.0],[828.0],0.223634053,0.768742058,0.007623888,0.239130435,0.740338164,0.020531401
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,5.445220512,+,1,[60.0],[98.0],0.15,0.85,0,0.316326531,0.683673469,0
Facebook,d1a,5.300816813,-,1,[745.0],[832.0],0.100671141,0.899328859,0,0.068509615,0.931490385,0
Father,a3b,5.238741172,+,1,[804.0],[865.0],0.202736318,0.797263682,0,0.249710983,0.750289017,0
My brother or sister (or step/foster/half siblings),c8b,5.141888608,-,2,[595.0],[685.0],0.761344538,0.228571429,0.010084034,0.709489051,0.283211679,0.00729927
I changed my privacy/ contact settings,f16h,5.053204783,+,1,[78.0],[176.0],0.858974359,0.141025641,0,0.943181818,0.056818182,0
When I speak someone listens to what I say,i2a,5.010699164,+,2,[786.0],[835.0],0.099236641,0.886768448,0.013994911,0.105389222,0.864670659,0.02994012
Viber,d1e,4.831985062,-,1,[743.0],[830.0],0.98115747,0.01884253,0,0.962650602,0.037349398,0
Take a picture or a video with my smartphone and post it onto social media,e3j,4.829127418,-,2,[567.0],[682.0],0.440917108,0.543209877,0.015873016,0.379765396,0.601173021,0.019061584
I've personally met with an older person,f6d,4.738438152,-,2,[69.0],[145.0],0.623188406,0.362318841,0.014492754,0.475862069,0.475862069,0.048275862
Cousin,h2i,4.723016737,-,1,[777.0],[829.0],0.815958816,0.184041184,0,0.772014475,0.227985525,0
Someone else,h2g,4.68378944,-,1,[777.0],[829.0],0.983268983,0.016731017,0,0.966224367,0.033775633,0
I looked for information about work or study opportunities,c4b,4.628565258,-,2,[765.0],[837.0],0.806535948,0.184313725,0.009150327,0.762246117,0.227001195,0.010752688
You can trust people around here,k4c,4.617788914,-,2,[786.0],[842.0],0.202290076,0.782442748,0.015267176,0.165083135,0.824228029,0.010688836
A friend around my age,c9c,4.449779756,-,2,[471.0],[523.0],0.683651805,0.309978769,0.006369427,0.625239006,0.361376673,0.013384321
Friend or acquaintance,g9g,4.395797711,+,1,[67.0],[176.0],0.626865672,0.373134328,0,0.761363636,0.238636364,0
Step or foster father,a3d,4.319598329,-,1,[804.0],[864.0],0.987562189,0.012437811,0,0.97337963,0.02662037,0
Talks to me about the commercial activities I am exposed to online,i4k,4.034349537,-,2,[227.0],[353.0],0.634361233,0.343612335,0.022026432,0.569405099,0.382436261,0.04815864
Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.],a18,4.017130694,+,2,[808.0],[864.0],0.139851485,0.852722772,0.007425743,0.152777778,0.829861111,0.017361111
My parent(s)/carer(s) tells me when I am doing something well,i3d,4.015696974,+,2,[792.0],[844.0],0.196969697,0.795454545,0.007575758,0.197867299,0.783175355,0.018957346
How often do you go on holiday [for at least one week] away from home?,a16,3.925715937,-,2,[786.0],[856.0],0.347328244,0.639949109,0.012722646,0.313084112,0.664719626,0.022196262
How much do you like school at present?,j1,3.825968148,+,2,[756.0],[834.0],0.092592593,0.899470899,0.007936508,0.10911271,0.874100719,0.016786571
Connect to a Wi-Fi network,e3b,3.824546257,-,2,[585.0],[700.0],0.211965812,0.779487179,0.008547009,0.171428571,0.815714286,0.012857143
My parent(s)/carer(s) sets rules about what I can do at home,i3b,3.803448684,+,2,[789.0],[838.0],0.205323194,0.784537389,0.010139417,0.23627685,0.747016706,0.016706444
I didn't talk to anyone,f14h,3.743337009,-,1,[84.0],[182.0],0.976190476,0.023809524,0,0.912087912,0.087912088,0
A sexual image or video of someone naked,f33a,3.695839671,+,2,[126.0],[193.0],0.253968254,0.722222222,0.023809524,0.310880829,0.632124352,0.056994819
Godfather/Godmother,h2o,3.624091098,-,1,[777.0],[829.0],0.983268983,0.016731017,0,0.968636912,0.031363088,0
I have talked about sexual acts with someone on the internet when I did not want to,g3b,3.519773428,+,2,[48.0],[130.0],0.625,0.375,0,0.592307692,0.338461538,0.069230769
I used instant messaging [insert local examples e.g. Viber; WhatsApp],c4r,3.515829785,-,2,[752.0],[825.0],0.83643617,0.154255319,0.009308511,0.8,0.187878788,0.012121212
Your mother or father (including step/foster mother or father),h2a,3.424796888,+,1,[778.0],[831.0],0.354755784,0.645244216,0,0.399518652,0.600481348,0
I pay for internet I use (e.g. in a cybercafé or internet cafe; PisoNet),b9c,3.279186715,+,2,[789.0],[853.0],0.458808619,0.533586819,0.007604563,0.449003517,0.533411489,0.017584994
Use a web or phone camera (e.g.; for Skype or video chat),i6a,3.23915471,+,2,[691.0],[761.0],0.308248915,0.619392185,0.0723589,0.306176084,0.595269382,0.098554534
Spotify,d1h,3.198283918,-,1,[743.0],[830.0],0.955585464,0.044414536,0,0.934939759,0.065060241,0
I feel safe in the area where I live,k4a,3.182003717,-,2,[787.0],[835.0],0.118170267,0.870393901,0.011435832,0.095808383,0.886227545,0.017964072
No one,h2h,3.043468402,+,1,[777.0],[829.0],0.935649936,0.064350064,0,0.955367913,0.044632087,0
I feel safe at home,i2c,3.006419861,+,2,[801.0],[851.0],0.04494382,0.950062422,0.004993758,0.048178613,0.938895417,0.012925969
I stopped using the internet for a while,f16f,2.876957463,+,1,[78.0],[176.0],0.730769231,0.269230769,0,0.823863636,0.176136364,0
Via a mobile phone or online device (computer; tablet; etc.),f26b,2.87177057,-,2,[68.0],[180.0],0.573529412,0.397058824,0.029411765,0.455555556,0.516666667,0.027777778
Because of my religion,a22c,2.830021289,-,1,[360.0],[604.0],0.913888889,0.086111111,0,0.879139073,0.120860927,0
I know which information I should and shouldn't share online,e1l,2.785557007,-,2,[617.0],[701.0],0.246353323,0.74554295,0.008103728,0.209700428,0.778887304,0.011412268
How often do you have fresh fruit and vegetables to eat?,a17,2.780046161,-,2,[800.0],[854.0],0.1275,0.86375,0.00875,0.117096019,0.865339578,0.017564403
Use instant messaging,i6g,2.77707753,+,2,[676.0],[741.0],0.400887574,0.559171598,0.039940828,0.407557355,0.534412955,0.05802969
Download music or films,i6b,2.721873724,+,2,[702.0],[776.0],0.434472934,0.528490028,0.037037037,0.462628866,0.489690722,0.047680412
By mobile phone calls,f21a,2.691187863,-,1,[52.0],[138.0],0.826923077,0.173076923,0,0.710144928,0.289855072,0
I didn’t tell anyone about it,g9k,2.689278249,+,1,[67.0],[176.0],0.865671642,0.134328358,0,0.931818182,0.068181818,0
Other adult relatives; such as aunts; uncles; or grandparents,g9f,2.6724048,+,1,[67.0],[176.0],0.805970149,0.194029851,0,0.886363636,0.113636364,0
I am currently in a vacation,a4i,2.624012417,-,1,[804.0],[872.0],0.904228856,0.095771144,0,0.879587156,0.120412844,0
I am attending training in technical/vocational course,a4h,2.540117296,+,1,[804.0],[871.0],0.985074627,0.014925373,0,0.993111366,0.006888634,0
By 'pop up' (something appears by accident),f37i,2.53952104,-,2,[84.0],[167.0],0.642857143,0.333333333,0.023809524,0.54491018,0.407185629,0.047904192
I deleted any messages from the other person,f16g,2.501019116,+,1,[78.0],[176.0],0.730769231,0.269230769,0,0.818181818,0.181818182,0
Friends who are the same age as I am,b10c1,2.484908377,-,1,[292.0],[320.0],0.640410959,0.359589041,0,0.578125,0.421875,0
Your last name,d9b,2.349354421,+,2,[601.0],[693.0],0.099833611,0.878535774,0.021630616,0.126984127,0.851370851,0.021645022
On an adult/X-rated website,f32i,2.336625349,+,1,[126.0],[193.0],0.896825397,0.103174603,0,0.943005181,0.056994819,0
Step or foster mother,a3c,2.315887443,-,1,[804.0],[864.0],0.985074627,0.014925373,0,0.974537037,0.025462963,0
I know how to behave according to the situation online,e1o,2.060308385,-,2,[617.0],[702.0],0.179902755,0.813614263,0.006482982,0.156695157,0.831908832,0.011396011
My child or children,a3h,2.009648239,-,1,[804.0],[864.0],0.982587065,0.017412935,0,0.972222222,0.027777778,0
Play games with other people online,i6e,2.007990172,-,2,[731.0],[784.0],0.477428181,0.487004104,0.035567715,0.443877551,0.512755102,0.043367347
How were your social media accounts created?,d12,1.977826275,-,4,[596.0],[671.0],0.342281879,0.157718121,0.5,0.338301043,0.157973174,0.503725782
By mobile phone calls,f27a,1.967649134,-,1,[27.0],[89.0],0.888888889,0.111111111,0,0.764044944,0.235955056,0
Ideally; if you are given an opportunity; what level of education do you want to finish?,a27,1.963185304,+,2,[807.0],[873.0],0.058240397,0.933085502,0.008674102,0.069873998,0.916380298,0.013745704
Wikipedia,d1i,1.94817462,-,1,[743.0],[830.0],0.888290713,0.111709287,0,0.865060241,0.134939759,0
Use the internet for school work,i6i,1.947131502,-,2,[743.0],[800.0],0.65141319,0.32166891,0.0269179,0.6175,0.35125,0.03125
In an online game,f32h,1.91620844,-,1,[126.0],[193.0],0.968253968,0.031746032,0,0.932642487,0.067357513,0
I am a student in college,a4g,1.815822737,-,1,[804.0],[871.0],0.993781095,0.006218905,0,0.987370838,0.012629162,0
Is you [named profile] set to...?,d8,1.803412301,-,3,[586.0],[677.0],0.616040956,0.254266212,0.129692833,0.580502216,0.274741507,0.144756278
Neighbor,h2q,1.753080553,-,1,[777.0],[829.0],0.969111969,0.030888031,0,0.956574186,0.043425814,0
My teacher,b10d,1.693144151,-,1,[292.0],[320.0],0.965753425,0.034246575,0,0.94375,0.05625,0
Watch video clips (e.g.; on YouTube),i6d,1.64322046,+,2,[735.0],[797.0],0.507482993,0.457142857,0.03537415,0.534504391,0.425345044,0.040150565
