C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\national_12to14_preprocessed.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\national_9to11_preprocessed.csv
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Encouraged me to explore and learn things on the internet,k2b,13.963927454403681,+,1
Helped me when I found something difficult to do on the internet,k2c,13.397389622675192,+,1
Explained why some websites are good or bad,k2d,19.326885384518103,+,1
Suggested ways to behave towards other people on the internet,k2e,10.040623262262288,+,1
Helped me in the past when something has bothered me on the internet,k2f,25.227094939548813,+,1
null,k3,30.08032468023292,+,1
I feel safe in the area where I live,k4a,3.5657748460782761,+,1
It is safe for younger children to play outside during the day,k4b,2.2324117357795457,+,1
You can trust people around here,k4c,0.11958586011306811,-,1
null,a14,0.67395128971673257,+,1
null,a15,0.18829687375547183,+,1
null,a16,0.25041712890041218,+,1
null,a17,0.093928173071331972,+,1
null,a17a,0.18553764707678544,-,1
null,a18,0.14450307727084735,+,1
null,a19,2.6043783818342927,-,1
I get very angry and often lose my temper,a20a,1.6616433610195411,+,1
I usually do as I am told,a20b,0.9562736706670214,+,1
I fight a lot; I can make other people do what I want,a20c,2.5448410325733755,-,1
I am often accused of lying or cheating,a20d,2.3398285468805815,-,1
I take things that are not mine from home; school or elsewhere,a20e,0.01160030195498013,+,1
I worry a lot,a20f,4.8532218353491592,+,1
I am nervous in certain new situations; I easily lose confidence,a20g,1.5433512648117249,-,1
I get a lot of headaches; stomach-aches or sickness,a20h,4.5607140598305635,-,1
I am often unhappy; sad or tearful,a20i,0.2109857238560649,-,1
I have many fears and I am easily scared,a20j,4.4803579916259491,-,1
I am restless; I cannot stay still for long,a20k,0.013077126573218033,+,1
I finish the work I'm doing. My attention is good,a20l,0.00064902194268393228,+,1
I am easily distracted and find it difficult to concentrate,a20n,1.0002961389546396,+,1
I think before I do things,a20o,24.575734430499629,+,1
Other people my age generally like me,a20p,0.0017203850852115623,+,1
Other children or young people pick on me,a20q,16.978442457370573,-,1
I am usually on my own; I generally play alone or keep to myself,a20r,2.0244791454730438,-,1
I have at least one good friend,a20s,1.3016417842221517,+,1
I get on better with adults than with people my own age,a20t,2.5463832283004941,+,1
I am helpful if someone is hurt; upset or feeling ill,a20u,0.50388547270162043,+,1
I try to be nice to other people. I care about their feelings,a20v,4.4235536359545495,+,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,1.0708347937812239,+,1
I usually share with others (food; games; pens etc.),a20x,0.19877411478577153,+,1
Other children are treated better than me,a21a,0.15469602843151575,-,1
People seem to think I am not smart,a21b,13.006224825013899,-,1
People seem to think they’re better than me,a21c,0.065818056626295224,+,1
I get called names or insulted by other children,a21d,2.788767782580134,-,1
Because of where my family is from,a22a,0.15390227917741506,+,1
Because of my skin colour,a22b,0.15267828722976506,-,1
Because of my religion,a22c,0.74248706527347963,-,1
Because of my height or weight,a22d,0.69688153553136711,-,1
Because of a disability,a22e,0.97142728181321991,-,1
Because of not having enough money,a22f,0.0037903840092199802,-,1
Because of my sexual orientation,a22g,0.18512965965947903,+,1
Because of how I look or behave,a22h,2.1858548806976148,+,1
null,a22j,1.3770194354515177,+,1
Because of my opinions or beliefs,a22i,4.410072595844583,+,1
Because my parents are not around (i.e.; OFW),a22k,8.3995200784978898,+,1
Because of the ethnic group I belong to,a22l,0.2138402084056987,-,1
Due to conflict / war in our area,a22m,6.1554805923978773,+,1
Because I am not studying (i.e.; out-of-school),a22n,2.9452369663977316,+,1
Because I do not have a permanent residence / house,a22o,0.16061044937385011,+,1
null,a23,0.91346906841754394,+,1
I do dangerous things for fun,a24a,0.0046384613181544455,+,1
I do exciting things; even if they are dangerous,a24b,2.3014445593671038,+,1
Had so much alcohol that I got really drunk,a25a,0.0018143218530035372,-,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,2.8805647421211233,+,1
Had sexual intercourse,a25c,1.5983083562243134,-,1
Been in trouble with my teachers for bad behaviour,a25d,0.51937556953519837,-,1
Been in trouble with the police,a25e,0.0003199688165325948,-,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,3.0532932682405756,+,1
I can solve difficult problems if I try hard enough,a26a,0.37518451941954728,+,1
If someone opposes me; I can find ways to get what I want,a26b,5.2173117859129103,+,1
It's easy for me to stick to my aims and achieve my goals,a26c,7.5556693163867408,+,1
I am confident that I can deal with unexpected problems,a26d,3.915281921709445,+,1
I can stay calm when things get difficult because I am good at coping,a26g,2.2720437832312941,+,1
null,a27,0.88225646196446672,-,1
null,a28,2.5929759380334643,+,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,15.627252828111853,+,1
When I use the internet; I feel I want to achieve more in life.,a29b,5.5903227391740398,+,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,0.38386050763298235,+,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,0.072733653296586459,+,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,2.8028533933124775,+,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,10.208375439982895,+,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,8.0629428487886656,+,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,3.2167013202122905,+,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,12.570510521240571,+,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.41416415607472135,+,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,1.3924490588654086,+,1
I have done something sexual on the internet when I did not want to,g3c,3.3324989895459103,+,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,1.909293424820357,+,1
null,g4,3.0060567557771085,-,1
null,g5,0.4360019672838007,-,1
Brother (over 18),g9a,1.7443715370462929,-,1
Sister (over 18),g9b,0.004294388240143149,+,1
A younger brother or sister,g9c,0.0075772883410790059,-,1
Father or step-/foster father,g9d,0.057121096725057205,-,1
Mother or step-/foster mother,g9e,0.7334815114164478,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.16019937452928956,-,1
Friend or acquaintance,g9g,1.2658059576097247,+,1
Teacher/ educator,g9h,,,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,,,1
Other (specify),g9i,,,1
I didn’t tell anyone about it,g9k,,,1
Prefer not to say,g9l,2.8173387029013739,+,1
