C:\Users\Rgee\Google Drive\Classroom\PRC-ST1 Batch 115\Deployment\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\national_9to11_preprocessed.csv,C:\Users\Rgee\Google Drive\Classroom\PRC-ST1 Batch 115\Deployment\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\natoinal_12to14_preprocessed.csv
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Explained why some websites are good or bad,k2d,20.037076752271865,-,1
Suggested ways to behave towards other people on the internet,k2e,10.427444432234669,-,1
Helped me in the past when something has bothered me on the internet,k2f,25.817766169252586,-,1
null,k3,29.604709237498465,-,1
I feel safe in the area where I live,k4a,3.9100946793165936,-,1
It is safe for younger children to play outside during the day,k4b,2.3602572190965985,-,1
You can trust people around here,k4c,0.10210078458240814,+,1
null,a14,0.7360333911590361,-,1
null,a15,0.19968589862038366,-,1
null,a16,0.2327265364155095,-,1
null,a17,0.27279896949906507,-,1
null,a17a,0.10416197664378024,+,1
null,a18,0.13121748818557338,-,1
null,a19,2.290019910581061,+,1
I get very angry and often lose my temper,a20a,1.5295147590666813,-,1
I usually do as I am told,a20b,0.8205115582029616,-,1
I fight a lot; I can make other people do what I want,a20c,2.606900241342788,+,1
I am often accused of lying or cheating,a20d,2.404906086146732,+,1
I take things that are not mine from home; school or elsewhere,a20e,0.00822547482409131,-,1
I worry a lot,a20f,5.058803885118351,-,1
I am nervous in certain new situations; I easily lose confidence,a20g,1.4724760593126371,+,1
I get a lot of headaches; stomach-aches or sickness,a20h,4.318477423909057,+,1
I am often unhappy; sad or tearful,a20i,0.32984261934135883,+,1
I have many fears and I am easily scared,a20j,4.665313903771044,+,1
I am restless; I cannot stay still for long,a20k,0.007780504101379423,-,1
I finish the work I'm doing. My attention is good,a20l,0.013265320605808746,-,1
I am easily distracted and find it difficult to concentrate,a20n,0.9567984358450066,-,1
I think before I do things,a20o,25.270681755298497,-,1
Other people my age generally like me,a20p,0.0002668818558845102,+,1
Other children or young people pick on me,a20q,17.852126079576657,+,1
I am usually on my own; I generally play alone or keep to myself,a20r,2.369668628765395,+,1
I have at least one good friend,a20s,1.2835040061555407,-,1
I get on better with adults than with people my own age,a20t,2.6466019175915814,-,1
I am helpful if someone is hurt; upset or feeling ill,a20u,0.643919261099662,-,1
I try to be nice to other people. I care about their feelings,a20v,4.022434493866124,-,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,0.8904458430205181,-,1
I usually share with others (food; games; pens etc.),a20x,0.15339505770698048,-,1
Other children are treated better than me,a21a,0.2599176001920237,+,1
People seem to think I am not smart,a21b,14.46321013567368,+,1
People seem to think they’re better than me,a21c,0.04442254622398646,-,1
I get called names or insulted by other children,a21d,2.938319680032812,+,1
Because of where my family is from,a22a,0.1245839572065984,-,1
Because of my skin colour,a22b,0.11877446166796274,+,1
Because of my religion,a22c,0.7912296835756407,+,1
Because of my height or weight,a22d,0.6556866380431939,+,1
Because of a disability,a22e,1.0631691483638208,+,1
Because of not having enough money,a22f,0.04884167122745876,+,1
Because of my sexual orientation,a22g,0.3080921098470143,-,1
Because of how I look or behave,a22h,2.174584308738469,-,1
null,a22j,1.4302987240328862,-,1
Because of my opinions or beliefs,a22i,5.034277679978229,-,1
Because my parents are not around (i.e.; OFW),a22k,8.292512513762913,-,1
Because of the ethnic group I belong to,a22l,0.22961352908418703,+,1
Due to conflict / war in our area,a22m,6.102988954886224,-,1
Because I am not studying (i.e.; out-of-school),a22n,2.892101696885759,-,1
Because I do not have a permanent residence / house,a22o,0.14963072213907547,-,1
null,a23,0.9185683838879999,-,1
I do dangerous things for fun,a24a,0.003738092366492409,-,1
I do exciting things; even if they are dangerous,a24b,2.2767249418760933,-,1
Had so much alcohol that I got really drunk,a25a,0.0033971364215485047,+,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,2.8001457752386116,-,1
Had sexual intercourse,a25c,1.9585433120750304,+,1
Been in trouble with my teachers for bad behaviour,a25d,0.3177321712010948,+,1
Been in trouble with the police,a25e,0.0015696687474069497,+,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,2.950616104148267,-,1
I can solve difficult problems if I try hard enough,a26a,0.5040908543503055,-,1
If someone opposes me; I can find ways to get what I want,a26b,5.077855910474225,-,1
It's easy for me to stick to my aims and achieve my goals,a26c,7.938370633439245,-,1
I am confident that I can deal with unexpected problems,a26d,4.001529297703403,-,1
I can stay calm when things get difficult because I am good at coping,a26g,2.5616305811818774,-,1
null,a27,1.0078566275841803,+,1
null,a28,2.830594678391315,-,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,16.80885784837245,-,1
When I use the internet; I feel I want to achieve more in life.,a29b,6.042808496661024,-,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,0.428585706787994,-,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,0.051533589931030785,-,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,2.863341746373022,-,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,10.496758711481807,-,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,8.228523855446744,-,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,3.41509325738384,-,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,12.404953298677148,-,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.3659020483464077,-,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,1.2902035861097145,-,1
I have done something sexual on the internet when I did not want to,g3c,3.175526109562118,-,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,1.8143357603026342,-,1
null,g4,2.8452289527983106,+,1
null,g5,0.5188391975677512,+,1
Brother (over 18),g9a,1.83170616072516,+,1
Sister (over 18),g9b,0.03282511421753562,-,1
A younger brother or sister,g9c,0.013316621414405986,+,1
Father or step-/foster father,g9d,0.06836925609938625,+,1
Mother or step-/foster mother,g9e,0.7790401875035731,+,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.1799098779751507,+,1
Friend or acquaintance,g9g,1.1969896654313896,-,1
Teacher/ educator,g9h,,,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,,,1
Other (specify),g9i,,,1
I didn’t tell anyone about it,g9k,,,1
Prefer not to say,g9l,2.7523835690576073,-,1
